GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	22412847	26750645	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	26751369	26910566	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	26911354	36048855	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	46441986	71539915	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	71543772	74561019	5	3	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	74561751	76158068	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	76161676	86824335	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	86824921	87066518	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	87066700	88335725	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	88337061	89578428	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr16	89581045	90096867	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	150733	1396138	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	1401722	19486783	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	19494142	20052955	12	12	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	20053586	35670638	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	35672498	37506490	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	37508035	44720147	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	44720380	46085732	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	46088437	46275506	8	8	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	46276519	54568742	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	54573122	54582106	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	54584863	57611632	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	57614632	57627295	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	57627580	63992793	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	63995277	69793226	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	69797732	72386029	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	72386676	77908437	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr17	77913509	83091923	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr18	48133	15402409	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr18	20949392	80257174	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	90910	4288208	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	4288558	7784196	6	4	2
