GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr4	169018692	169039073	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr4	169041453	177289031	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr4	177292165	177640548	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr4	177640908	190106768	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	15532	42744867	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	42747060	54327483	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	54331932	109989482	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	109991266	110124175	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	110131254	114372144	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	114372752	128990045	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	128991456	133132667	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	133147690	157374284	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	157376491	157402620	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr5	157404865	181363319	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	149661	9571652	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	9575970	9599927	2	1	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	9612044	25411405	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	25411807	25596597	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	25601137	62823843	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	62831760	88506120	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	88506725	88574395	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	88575020	90440893	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	90441374	90448972	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	90449791	96976389	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	96976941	97025293	4	3	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	97028728	98454702	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	98456696	98485527	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	98490958	103286954	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	103290101	103314186	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	103317795	122351057	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	122352478	122365441	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	122366265	151769143	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	151769400	164467358	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	164467471	164719132	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr6	164726760	170741917	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	43259	84685042	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	84689680	85552703	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	85553313	98450771	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	98452898	131628084	6	6	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	131632996	131675898	9	9	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	131676169	148149180	6	6	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	148153498	157336075	5	5	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	157353437	157370920	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr7	157371526	159334314	6	6	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	81254	613371	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	621611	645908	5	4	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	656117	2106222	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	2106276	10709320	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	10710497	26470502	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	26470594	26473203	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	26475730	34426493	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	34427047	34439632	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	34444881	34471602	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	34473702	42650280	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	42652597	48814371	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	48816442	56532261	6	5	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	56536153	64917009	5	5	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	64919284	75840555	6	5	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	75842078	89686412	8	7	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	89687303	90699506	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	90701280	91330037	4	3	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	91330055	97773257	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	97782446	115856005	5	4	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	115858983	123666525	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	123670265	142321221	5	4	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr8	142322332	145072769	6	5	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr9	46587	7498487	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr9	7499033	7525813	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr9	7530883	17536503	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr9	17536739	41741113	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr9	60863881	94131233	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr9	94131901	138200944	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr10	45792	44715242	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr10	44716049	44861860	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr10	44862350	86104296	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr10	86105045	107424105	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr10	107426431	133654968	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	198510	8771642	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	8774347	19762974	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	19764406	19908538	4	3	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	19911104	27774697	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	27777566	47677846	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	47679976	47841349	2	1	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	47845549	55662497	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	55663588	55686100	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	55693207	57340304	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	57341437	60909523	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	60910433	60931885	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	60932523	62651415	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	62654715	85714813	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	85718031	96226364	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	96227022	96246636	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	96249404	116649752	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	116649810	116660303	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	116660762	121313566	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr11	121317078	135074876	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	51460	4279105	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	4279366	17530142	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	17530583	40386092	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	40393583	50457344	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	50465894	58449503	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	58449676	58468328	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	58478775	63849269	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	63851492	64090510	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	64094349	65726528	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	65734081	73847973	7	4	3
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	73851767	86242904	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	86244429	86861637	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	86862011	86887807	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	86906212	89382507	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	89382708	89522152	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	89528454	107664876	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	107665182	113953705	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	113955664	131554797	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	131555154	131596656	5	5	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr12	131597059	133201603	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	18452809	26030989	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	26031089	26040307	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	26040433	93339501	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	93343152	93435420	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	93435695	95265993	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	95268204	95689948	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	95694923	100192770	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	100193372	104269146	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr13	104269199	114342922	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr14	18239283	21869212	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr14	21869959	24291558	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr14	24296206	38093067	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr14	38096975	67597080	4	3	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr14	67597939	74969749	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr14	74969763	91761863	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr14	91762332	106877229	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	19811075	22300068	5	4	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	23396367	25054112	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	25055911	25081548	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	25081683	53875679	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	53875737	55158077	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	55160856	59181841	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	59181868	59299090	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	59299917	62957480	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	62962488	69697757	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	69698198	78217200	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	78217246	78386625	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	78387495	78390211	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	78391665	85379310	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	85387900	85442024	2	1	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	85444905	89384329	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	89384958	89422790	8	5	3
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	89423692	92878014	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr15	92878503	101928837	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	10777	13369651	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	13370258	13395087	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	13395262	28557222	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	28557357	36048855	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	46441986	49016734	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	49021083	50471423	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	50473945	55761136	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	55762477	55782734	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	55782793	65180828	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	65184784	89458660	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	89460338	89626621	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	89641688	89685552	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr16	89689129	90096867	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr17	150733	26943491	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr17	26943774	30742873	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr17	30747807	46833149	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr17	46833922	83091923	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr18	48133	4148846	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr18	4151216	80257174	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr19	90910	21534501	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr19	21538872	30927782	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr19	30928388	55588518	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr19	55591634	58586487	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr20	80664	1707810	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr20	1708624	1726335	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr20	1728452	16329890	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr20	16330129	61577204	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr20	61577590	61621952	7	4	3
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr20	61623010	61623010	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr20	61624035	64324800	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr21	12973348	17051764	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr21	17052432	26625758	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr21	26626688	46677045	3	2	1
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr22	16392123	19118607	5	3	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr22	19119924	40712349	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chr22	40716634	50796027	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	251810	27544112	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	27544278	27573552	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	27573744	34128670	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	34133038	34166163	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	34171447	47015219	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	47017423	53140751	6	4	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	53142300	54015048	8	6	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	54018609	70636921	4	2	2
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	70638298	78702887	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	78705732	85612692	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	85613894	85619834	3	3	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	85620346	85630105	7	7	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	85630125	92015358	4	4	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	92017558	123152901	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	123153262	123254035	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	123254939	124573888	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	124575218	124577193	1	1	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrX	124577895	156004181	2	2	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrY	2782397	26653788	0	0	0
52fce37e-fd7f-4b44-81ae-b2a3253f8699	chrY	56872112	56872112	10	10	0
