GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
299a7405-40f7-467c-9b5b-acb728df2859	chr3	171585861	184411384	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr3	184415823	184777870	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr3	184779275	193155915	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr3	193156018	193168971	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr3	193169072	193719863	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr3	193720551	198169247	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr4	68929	10208766	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	10212536	10233644	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr4	10234518	43123607	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	43124572	43154418	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr4	43154422	77265202	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	77265239	77344546	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	77345416	90622111	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	90623440	90997962	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr4	90998836	102230603	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	102231131	102368053	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr4	102370849	119197492	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	119203702	119250850	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr4	119253821	135777071	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	135777105	135793055	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr4	135793620	164502683	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	164504574	184759866	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr4	184760307	190106768	4	3	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	15532	13591142	4	3	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	13591490	13669297	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	13669791	20743177	4	3	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	20746731	35454672	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	35455373	36533852	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	36535765	39868735	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	39868794	39906966	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	39907034	45716615	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	45719886	46042617	4	3	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	46061883	52191815	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	52193460	60151883	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	60155192	60264387	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr5	60264671	66634475	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	66634727	66679751	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	66679830	88632369	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr5	88632915	99230892	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr5	99236417	181363319	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	149661	23115500	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	23117199	31468496	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	31468699	31530960	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	31533435	33084299	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	33087470	33102116	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	33102972	35275893	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	35279817	49479582	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	49490122	50056846	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	50057897	54583693	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	54586196	54957828	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	54960369	55408148	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	55411370	63449746	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	63455342	65536249	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	65536932	66868429	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	66868959	68611795	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	68618994	78253172	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	78259348	78285703	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	78285868	113908993	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	113909280	113914840	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	113917836	119014578	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	119014700	119042811	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	119043191	127990888	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	127990946	158251352	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr6	158251873	158259566	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr6	158259632	170741917	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr7	43259	10805664	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr7	10812765	10817633	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr7	10819011	19756660	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr7	19756818	19796288	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr7	19796834	39193361	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr7	39196431	39224311	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr7	39224611	43174149	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr7	43185917	43231373	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr7	43233688	57295547	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr7	57296276	57347444	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr7	57348627	70114314	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr7	70115267	82162007	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr7	82163369	82173262	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr7	82173592	159334314	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	81254	23611457	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	23611575	23621128	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr8	23621142	34426468	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	34426493	34439632	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	34444881	81293999	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	81295571	87119551	4	3	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	87128732	96534295	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	96534902	119871503	4	3	1
299a7405-40f7-467c-9b5b-acb728df2859	chr8	119872429	120329388	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr8	120333478	141330458	6	3	3
299a7405-40f7-467c-9b5b-acb728df2859	chr8	141332458	145072769	7	4	3
299a7405-40f7-467c-9b5b-acb728df2859	chr9	46587	488739	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr9	489338	18220520	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr9	18221497	18227610	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr9	18227744	33506303	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr9	33506672	33848908	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr9	33851989	96244796	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr9	96245625	113137037	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr9	113140484	113162652	4	3	1
299a7405-40f7-467c-9b5b-acb728df2859	chr9	113165577	121501403	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr9	121502137	121562358	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr9	121562840	138200944	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	45792	7467001	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr10	7467208	8669794	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	8671963	8677556	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr10	8677909	28736749	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	28736894	28738794	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr10	28744647	44255142	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	44256462	44274932	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr10	44278450	52027401	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	52028894	52033259	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr10	52033656	69657638	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	69657743	69710969	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	69714737	99306482	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr10	99306683	133654968	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr11	198510	4645026	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr11	4645799	4659164	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr11	4659237	11283478	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr11	11283817	22134644	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr11	22138737	34653532	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	34656331	35076504	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	35076646	60929200	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	60929456	60933111	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr11	60935604	69514906	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	69517492	69552350	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	69552407	70545611	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	70546243	70553041	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr11	70553754	79104907	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	79104960	79106453	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr11	79106568	88722524	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr11	88723707	88738866	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr11	88738902	135074876	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	51460	9477960	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	9481274	9575696	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr12	9582373	34308176	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	34308836	34404654	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr12	34406374	52664218	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	52664267	52676904	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr12	52677598	81545118	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	81545224	85034244	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	85035116	98763970	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	98769244	99176686	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr12	99177296	114202913	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr12	114203625	133201603	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr13	18452809	34382702	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr13	34382813	67534161	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr13	67534385	67547481	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr13	67548106	93398861	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr13	93399837	93428895	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr13	93433556	95282421	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr13	95282451	101972068	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr13	101975665	102110977	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr13	102112008	114342922	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr14	18239283	22143351	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr14	22143460	22145736	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr14	22147511	46943612	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr14	46948385	46949094	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr14	46951977	76240618	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr14	76241347	76326089	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr14	76329348	96623384	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr14	96628425	96640730	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr14	96640820	106877229	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr15	19811075	20372242	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr15	20372259	20404366	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr15	20406116	60288962	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr15	60289571	60301355	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr15	60301445	71663797	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr15	71666657	79152270	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr15	79152887	101928837	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	10777	11361749	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	11362136	12107241	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	12107834	55502124	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	55502851	55591972	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr16	55592349	57322046	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	57325499	68679920	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	68680333	78648610	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	78653756	79049342	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr16	79050042	88450360	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr16	88450853	90096867	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	150733	4264991	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	4269648	4487287	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	4487837	18414080	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	18452078	18550123	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	18561272	43077314	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	43078520	78596002	3	3	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	78596565	78634513	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr17	78634683	83091923	3	3	0
299a7405-40f7-467c-9b5b-acb728df2859	chr18	48133	55301191	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr18	55305904	78393637	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr18	78395739	78397969	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr18	78401084	80257174	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr19	90910	6645167	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr19	6645430	6722033	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chr19	6722790	7085469	3	3	0
299a7405-40f7-467c-9b5b-acb728df2859	chr19	7089558	14513682	5	3	2
299a7405-40f7-467c-9b5b-acb728df2859	chr19	14514978	21081112	4	2	2
299a7405-40f7-467c-9b5b-acb728df2859	chr19	21085249	42776076	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr19	42778107	58586487	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr20	80664	1460908	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr20	1464905	13058874	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr20	13059314	64324800	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr21	12973348	46677045	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr22	16392123	26245989	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr22	26246244	26280554	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chr22	26280614	30138072	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr22	30141537	30273894	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chr22	30274004	34509442	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chr22	34509784	50796027	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	251810	2858112	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	2858331	2865514	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	2865735	42949084	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	42949885	42959787	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	42959857	58068003	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	58068110	63035702	2	2	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	63035766	94340509	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chrX	94340708	94347981	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	94348514	103270289	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chrX	103272215	141259402	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chrX	141259689	141406784	2	1	1
299a7405-40f7-467c-9b5b-acb728df2859	chrX	141414863	145215329	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chrX	145218098	145222808	1	1	0
299a7405-40f7-467c-9b5b-acb728df2859	chrX	145225241	156004181	3	2	1
299a7405-40f7-467c-9b5b-acb728df2859	chrY	2782397	26653788	0	0	0
299a7405-40f7-467c-9b5b-acb728df2859	chrY	56872112	56872112	1	1	0
